No.;Gene name;Drug target oncokb
3882;FMOD;#N/A
3883;ACOX3;#N/A
3884;CACNA1E;#N/A
3885;PLA2G4F;#N/A
3886;TUBG1;#N/A
3887;CYP24A1;#N/A
3888;CERS5;#N/A
3889;NBL1;#N/A
3890;TNN;#N/A
3891;TBL1Y;#N/A
3892;TNXB;#N/A
3893;CD19;x
3894;APEX2;#N/A
3895;FER;#N/A
3896;NR0B1;#N/A
3897;ZC3H11A;#N/A
3898;NAXD;#N/A
3899;ACTA2;#N/A
3900;ABL2;x
3901;NEUROG3;#N/A
3902;BHLHE41;#N/A
3903;RABGAP1L;#N/A
3904;MCM3;#N/A
3905;HIVEP1;#N/A
3906;TFDP2;#N/A
3907;BCAR3;#N/A
3908;CTDSPL2;#N/A
3909;PIK3R5;#N/A
3910;IFI35;#N/A
3911;ARID5B;x
3912;PUF60;#N/A
3913;CBR1;#N/A
3914;LAPTM5;#N/A
3915;SUDS3;#N/A
3916;L2HGDH;#N/A
3917;RPS16;#N/A
3918;ARHGEF15;#N/A
3919;MYH7;#N/A
3920;SLBP;#N/A
3921;KLHL28;#N/A
3922;TSHR;x
3923;ERG;x
3924;DOCK4;#N/A
3925;AZU1;#N/A
3926;ADAMTSL4;#N/A
3927;PPP1R15B;#N/A
3928;DDX18;#N/A
3929;FBXW5;#N/A
3930;AGO4;#N/A
3931;EMC2;#N/A
3932;SMC3;x
3933;LTBR;#N/A
3934;NOS1AP;#N/A
3935;TAF7;#N/A
3936;NDRG1;#N/A
3937;STX7;#N/A
3938;CCAR1;#N/A
3939;ULK1;#N/A
3940;ARFGEF1;#N/A
3941;FRS3;#N/A
3942;NCK1;#N/A
3943;ATP2A2;#N/A
3944;MORC3;#N/A
3945;KCTD20;#N/A
3946;ZBTB25;#N/A
3947;YIPF3;#N/A
3948;MLST8;#N/A
3949;ANAPC1;#N/A
3950;RNF216;#N/A
3951;UBR4;#N/A
3952;POLRMT;#N/A
3953;CUBN;#N/A
3954;ANKAR;#N/A
3955;KIFAP3;#N/A
3956;IRF6;#N/A
3957;FCN1;#N/A
3958;UBE2D1;#N/A
3959;KAT8;#N/A
3960;MED14;#N/A
3961;TATDN1;#N/A
3962;MBP;#N/A
3963;SNTB2;#N/A
3964;N4BP2L2;#N/A
3965;MPDZ;#N/A
3966;PDCD6;#N/A
3967;NEK1;#N/A
3968;ZRSR2;#N/A
3969;ACTA1;#N/A
3970;PTPN1;x
3971;NR5A2;#N/A
3972;ZRANB2;#N/A
3973;CHMP4B;#N/A
3974;ATP8B2;#N/A
3975;DGKB;#N/A
3976;FAF2;#N/A
3977;KRT13;#N/A
3978;LGALS12;#N/A
3979;POU3F1;#N/A
3980;LHX2;#N/A
3981;S100P;#N/A
3982;FLOT1;#N/A
3983;SASH1;#N/A
3984;PSMG3;#N/A
3985;IFIT3;#N/A
3986;FIGN;#N/A
3987;MTSS1;#N/A
3988;ALDH1A2;#N/A
3989;KANK2;#N/A
3990;DLGAP5;#N/A
3991;SOX10;x
3992;DEDD2;#N/A
3993;IFRD2;#N/A
3994;TALDO1;#N/A
3995;RASL12;#N/A
3996;NCL;#N/A
3997;PBX3;#N/A
3998;ITGA1;#N/A
3999;SSBP4;#N/A
4000;DRAP1;#N/A
4001;DOCK2;#N/A
4002;GABPA;#N/A
4003;CELF1;#N/A
4004;ASCC1;#N/A
4005;ADRA1A;#N/A
4006;CRLF3;#N/A
4007;PIKFYVE;#N/A
4008;WARS1;#N/A
4009;SDR9C7;#N/A
4010;SCN5A;#N/A
4011;IGBP1;#N/A
4012;CCDC144A;#N/A
4013;LNPK;#N/A
4014;MAG;#N/A
4015;PSMC3IP;#N/A
4016;TFE3;x
4017;CRNN;#N/A
4018;CLN3;#N/A
4019;CCNT2;#N/A
4020;FAF1;#N/A
4021;PER1;#N/A
4022;STK17B;#N/A
4023;CLCF1;#N/A
4024;IL37;#N/A
4025;UBAP2L;#N/A
4026;SORL1;#N/A
4027;CRADD;#N/A
4028;NUPR1;#N/A
4029;GLIS3;#N/A
4030;LCE3E;#N/A
4031;CRCT1;#N/A
4032;AZIN1;#N/A
4033;SGCD;#N/A
4034;PLXNC1;#N/A
4035;CD93;#N/A
4036;KLHL5;#N/A
4037;LIMA1;#N/A
4038;CDO1;#N/A
4039;JMY;#N/A
4040;ENY2;#N/A
4041;POLR3F;#N/A
4042;GBA;#N/A
4043;TNRC6C;#N/A
4044;MYSM1;#N/A
4045;SMC1A;x
4046;PAF1;#N/A
4047;TCEA1;#N/A
4048;MED4;#N/A
4049;CDK14;#N/A
4050;TCERG1;#N/A
4051;TMPRSS6;#N/A
4052;ITGB8;#N/A
4053;CNN1;#N/A
4054;RHAG;#N/A
4055;FCGR2A;#N/A
4056;ARVCF;#N/A
4057;ATG13;#N/A
4058;CLCA2;#N/A
4059;C18orf25;#N/A
4060;DNAJA1;#N/A
4061;WAS;#N/A
4062;SLC30A4;#N/A
4063;PCBP1;#N/A
4064;PPM1F;#N/A
4065;MAP3K10;#N/A
4066;ZNF675;#N/A
4067;LMX1B;#N/A
4068;FOXD4L6;#N/A
4069;MRPS31;#N/A
4070;PRPF31;#N/A
4071;PHC2;#N/A
4072;CXXC1;#N/A
4073;PSG1;#N/A
4074;DDR2;x
4075;ROBO1;x
4076;C1QL4;#N/A
4077;STK40;#N/A
4078;ZNF521;#N/A
4079;INTS11;#N/A
4080;ZNF746;#N/A
4081;TP53INP1;#N/A
4082;DCAF16;#N/A
4083;ADRA2A;#N/A
4084;STRN3;#N/A
4085;LRP3;#N/A
4086;CAPN3;#N/A
4087;PLXDC2;#N/A
4088;CDK5R1;#N/A
4089;RBFOX2;#N/A
4090;ANXA8;#N/A
4091;USF1;#N/A
4092;ADRA1D;#N/A
4093;BECN1;#N/A
4094;CDH13;#N/A
4095;RHOT2;#N/A
4096;SBSN;#N/A
4097;PRLR;#N/A
4098;NR2E3;#N/A
4099;TAOK1;#N/A
4100;PLA2G1B;#N/A
4101;ENO1;#N/A
4102;HMBOX1;#N/A
4103;SEMA4D;#N/A
4104;VTI1B;#N/A
4105;PFDN5;#N/A
4106;IL34;#N/A
4107;REEP5;#N/A
4108;NME4;#N/A
4109;TNIP1;#N/A
4110;ARHGEF5;#N/A
4111;CLEC12A;#N/A
4112;MED17;#N/A
4113;CD38;#N/A
4114;ERP29;#N/A
4115;SLC35A3;#N/A
4116;ZNF205;#N/A
4117;RBMX;#N/A
4118;DEAF1;#N/A
4119;SH3GL2;#N/A
4120;GDNF;#N/A
4121;PTPRJ;#N/A
4122;ELK3;#N/A
4123;HMGN5;#N/A
4124;ZNF335;#N/A
4125;GOLGA2;#N/A
4126;HAUS2;#N/A
4127;SCAI;#N/A
4128;RFPL1;#N/A
4129;NUAK1;#N/A
4130;PRDM16;#N/A
4131;RNF20;#N/A
4132;RANBP2;x
4133;TBX2;#N/A
4134;FANK1;#N/A
4135;KLF11;#N/A
4136;NACC2;#N/A
4137;PRL;#N/A
4138;IL21;#N/A
4139;UBAP2;#N/A
4140;VAMP4;#N/A
4141;ZBED6;#N/A
4142;AHI1;#N/A
4143;SH3BP4;#N/A
4144;SOX30;#N/A
4145;EIF4G1;#N/A
4146;ZNF503;#N/A
4147;LIN7B;#N/A
4148;AKR1C3;#N/A
4149;DEPDC1;#N/A
4150;GINS4;#N/A
4151;PXDN;#N/A
4152;QSER1;#N/A
4153;FRK;#N/A
4154;RASSF9;#N/A
4155;FPR1;#N/A
4156;HSPBP1;#N/A
4157;CNOT6L;#N/A
4158;MBD3;#N/A
4159;VAMP3;#N/A
4160;TSC22D4;#N/A
4161;GINS3;#N/A
4162;NF2;x
4163;CDK7;#N/A
4164;WFIKKN2;#N/A
4165;TMED5;#N/A
4166;LIN7A;#N/A
4167;GDPD1;#N/A
4168;AKR1C2;#N/A
4169;MBOAT1;#N/A
4170;SLC47A1;#N/A
4171;CEP290;#N/A
4172;INSM1;#N/A
4173;SYT1;#N/A
4174;GJA4;#N/A
4175;AFAP1;#N/A
4176;MC1R;#N/A
4177;USP17L7;#N/A
4178;EIF3D;#N/A
4179;TGFB1I1;#N/A
4180;ORC2;#N/A
4181;CCL21;#N/A
4182;DDI1;#N/A
4183;P2RX4;#N/A
4184;PAFAH1B1;#N/A
4185;PPP1R7;#N/A
4186;RPA1;#N/A
4187;PEG3;#N/A
4188;SENP6;#N/A
4189;ATE1;#N/A
4190;ADAMTS1;#N/A
4191;POLR2E;#N/A
4192;THRB;#N/A
4193;MPRIP;#N/A
4194;ATP1B4;#N/A
4195;COX6B1;#N/A
4196;CAPZA1;#N/A
4197;LTN1;#N/A
4198;AP2S1;#N/A
4199;PTPRM;#N/A
4200;TRIM32;#N/A
4201;PAWR;#N/A
4202;POLI;#N/A
4203;ARIH1;#N/A
4204;FSHR;#N/A
4205;PIP4K2A;#N/A
4206;DHX30;#N/A
4207;PCM1;#N/A
4208;MVP;#N/A
4209;ZNF574;#N/A
4210;CHERP;#N/A
4211;XPC;x
4212;RPS6KA3;#N/A
4213;SMN1;#N/A
4214;LRPPRC;#N/A
4215;SERPINI1;#N/A
4216;GH2;#N/A
4217;HDAC10;#N/A
4218;SRSF12;#N/A
4219;DMAP1;#N/A
4220;BCL6B;#N/A
4221;SPINT2;#N/A
4222;LILRB4;#N/A
4223;LCA5;#N/A
4224;VRK1;#N/A
4225;PARD3;#N/A
4226;EPHA2;#N/A
4227;MOAP1;#N/A
4228;TNFRSF9;#N/A
4229;PLIN1;#N/A
4230;IGSF8;#N/A
4231;MDFIC;#N/A
4232;PRKCH;#N/A
4233;SIGLEC5;#N/A
4234;LANCL2;#N/A
4235;KCTD1;#N/A
4236;NECAB2;#N/A
4237;E2F8;#N/A
4238;TCF20;#N/A
4239;CEP68;#N/A
4240;NAA15;#N/A
4241;SLC33A1;#N/A
4242;EHF;#N/A
4243;QARS1;#N/A
4244;AKAP1;#N/A
4245;CHD3;#N/A
4246;TACR3;#N/A
4247;H2BC1;#N/A
4248;ZNF507;#N/A
4249;TUBGCP4;#N/A
4250;MBD1;#N/A
4251;ATRX;x
4252;STX8;#N/A
4253;LSM11;#N/A
4254;GPR183;#N/A
4255;LANCL1;#N/A
4256;FBXL15;#N/A
4257;DET1;#N/A
4258;RPL10A;#N/A
4259;PSTPIP1;#N/A
4260;L3MBTL2;#N/A
4261;TIMM13;#N/A
4262;YTHDF3;#N/A
4263;WDFY3;#N/A
4264;BAP1;x
4265;IRF2;x
4266;SYT11;#N/A
4267;MBD2;#N/A
4268;H1-2;#N/A
4269;ERCC6;#N/A
4270;NR2F1;#N/A
4271;CHIA;#N/A
4272;IKZF1;#N/A
4273;CCL8;#N/A
4274;WFIKKN1;#N/A
4275;CCDC102B;#N/A
4276;PEX14;#N/A
4277;UBE2E3;#N/A
4278;TNFRSF18;#N/A
4279;WDFY2;#N/A
4280;RAPGEF2;#N/A
4281;SUN1;#N/A
4282;AMPH;#N/A
4283;SMARCA1;x
4284;MCF2;#N/A
4285;XRN1;#N/A
4286;ZNF217;x
4287;TOP1;x
4288;PTHLH;#N/A
4289;TRABD;#N/A
4290;MAP1B;#N/A
4291;ZW10;#N/A
4292;MSC;#N/A
4293;TSC22D1;#N/A
4294;CCR7;#N/A
4295;KLF1;#N/A
4296;CDK17;#N/A
4297;MON2;#N/A
4298;ZNF518A;#N/A
4299;LRRC8C;#N/A
4300;HEXIM1;#N/A
4301;MCM5;#N/A
4302;BASP1;#N/A
4303;CRTC3;#N/A
4304;SNAP29;#N/A
4305;DDX17;#N/A
4306;RCOR3;#N/A
4307;ATL3;#N/A
4308;UBXN7;#N/A
4309;ARHGEF17;#N/A
4310;CSHL1;#N/A
4311;MAPK8IP2;#N/A
4312;TTBK2;#N/A
4313;EPHA4;#N/A
4314;TADA3;#N/A
4315;SPACA3;#N/A
4316;ZNF707;#N/A
4317;ZNF609;#N/A
4318;MRPS23;#N/A
4319;KCNB1;#N/A
4320;RANGAP1;#N/A
4321;STXBP3;#N/A
4322;STIP1;#N/A
4323;SPIN1;#N/A
4324;UBA1;x
4325;SUZ12;x
4326;FAM126B;#N/A
4327;STXBP4;#N/A
4328;RRM1;#N/A
4329;BNC2;#N/A
4330;SPDEF;#N/A
4331;NAPG;#N/A
4332;RCN3;#N/A
4333;NUFIP2;#N/A
4334;PDLIM7;#N/A
4335;CLASP2;#N/A
4336;HBG2;#N/A
4337;PTPN2;x
4338;CACNG2;#N/A
4339;USP20;#N/A
4340;NXF1;#N/A
4341;CCDC59;#N/A
4342;USP25;#N/A
4343;ANKRD44;#N/A
4344;CRY1;#N/A
4345;PHF12;#N/A
4346;NUP62;#N/A
4347;TNFRSF4;#N/A
4348;HACE1;#N/A
4349;TNFRSF8;#N/A
4350;SSX2IP;#N/A
4351;SMG1;x
4352;CIR1;#N/A
4353;RFC4;#N/A
4354;JCAD;#N/A
4355;SNRPG;#N/A
4356;MRPL4;#N/A
4357;DHX35;#N/A
4358;LCP1;#N/A
4359;PPID;#N/A
4360;DNAJB9;#N/A
4361;MRPL11;#N/A
4362;VPS72;#N/A
4363;RC3H1;#N/A
4364;ZNF703;#N/A
4365;RASSF10;#N/A
4366;DPYSL3;#N/A
4367;GJB2;#N/A
4368;TSPYL5;#N/A
4369;SREBF2;#N/A
4370;SOCS6;#N/A
4371;GPR135;#N/A
4372;DCUN1D4;#N/A
4373;ARL10;#N/A
4374;BRIX1;#N/A
4375;TOR1AIP1;#N/A
4376;DYRK1B;#N/A
4377;MOB1A;#N/A
4378;TCF21;#N/A
4379;DAG1;#N/A
4380;POLD4;#N/A
4381;SCAF11;#N/A
4382;DDX39A;#N/A
4383;MED16;#N/A
4384;EID1;#N/A
4385;MAP3K12;#N/A
4386;RPS20;#N/A
4387;TTC30B;#N/A
4388;DLST;#N/A
4389;SS18;x
4390;FOXN3;#N/A
4391;CDK13;#N/A
4392;THAP7;#N/A
4393;PSG5;#N/A
4394;PRELP;#N/A
4395;STAMBP;#N/A
4396;GEMIN2;#N/A
4397;TNRC6A;#N/A
4398;GLP1R;#N/A
4399;RUFY3;#N/A
4400;ZBTB7A;x
4401;MYOZ2;#N/A
4402;CBFA2T3;x
4403;DOT1L;x
4404;EVI2A;#N/A
4405;PRMT5;#N/A
4406;BORA;#N/A
4407;MTA3;#N/A
4408;RAG1;#N/A
4409;CCT2;#N/A
4410;SATB1;#N/A
4411;STX6;#N/A
4412;ECT2L;x
4413;SLC9A3R2;#N/A
4414;SSTR2;#N/A
4415;SYAP1;#N/A
4416;HDAC7;x
4417;AKAP9;#N/A
4418;SPOUT1;#N/A
4419;JAZF1;#N/A
4420;PRPF4B;#N/A
4421;LRRC8A;#N/A
4422;USP9X;#N/A
4423;RADIL;#N/A
4424;MBTD1;#N/A
4425;UFL1;#N/A
4426;FKBP4;#N/A
4427;SMC2;#N/A
4428;PABPC4L;#N/A
4429;SAP18;#N/A
4430;PA2G4;#N/A
4431;OMG;#N/A
4432;USP34;#N/A
4433;UBE2H;#N/A
4434;TSPAN4;#N/A
4435;MYO18A;#N/A
4436;NFIX;#N/A
4437;DCP2;#N/A
4438;WBP2;#N/A
4439;SMCHD1;#N/A
4440;HCN4;#N/A
4441;CHD9;#N/A
4442;POLR2F;#N/A
4443;SMYD2;#N/A
4444;CTR9;x
4445;COPS2;#N/A
4446;UBE4A;#N/A
4447;GRM7;#N/A
4448;SIVA1;#N/A
4449;TRPC1;#N/A
4450;TFAP2C;#N/A
4451;NES;#N/A
4452;SARS1;#N/A
4453;DTNBP1;#N/A
4454;SSNA1;#N/A
4455;VPS13B;#N/A
4456;HTRA1;#N/A
4457;CACNA1I;#N/A
4458;AFAP1L1;#N/A
4459;EIF4A3;#N/A
4460;GRIK1;#N/A
4461;NLRP2;#N/A
4462;PDE4B;#N/A
4463;S100Z;#N/A
4464;SLC12A6;#N/A
4465;CASQ2;#N/A
4466;SNRK;#N/A
4467;HIP1;#N/A
4468;KIF20A;#N/A
4469;ZDHHC5;#N/A
4470;FGL2;#N/A
4471;NDE1;#N/A
4472;NFIC;#N/A
4473;MEX3C;#N/A
4474;MED24;#N/A
4475;ZNF423;#N/A
4476;LARP4B;#N/A
4477;CCNK;#N/A
4478;HMG20B;#N/A
4479;ZNF131;#N/A
4480;ESCO2;x
4481;PTGES3;#N/A
4482;SHOC2;x
4483;FAM110B;#N/A
4484;BRPF1;#N/A
4485;ZNF644;#N/A
4486;GIPR;#N/A
4487;WDHD1;#N/A
4488;TXLNA;#N/A
4489;CDCA2;#N/A
4490;GLIPR1;#N/A
4491;LTF;#N/A
4492;CYHR1;#N/A
4493;TTF2;#N/A
4494;HAT1;#N/A
4495;ZNF350;#N/A
4496;IER2;#N/A
4497;MAGI3;#N/A
4498;PICK1;#N/A
4499;MBNL1;#N/A
4500;LHX4;#N/A
4501;NAP1L5;#N/A
4502;GIT2;#N/A
4503;AVPR1A;#N/A
4504;SASS6;#N/A
4505;CNOT6;#N/A
4506;TIMM8B;#N/A
4507;TEX264;#N/A
4508;VAMP8;#N/A
4509;NID2;#N/A
4510;ARL5B;#N/A
4511;IK;#N/A
4512;SIRT7;#N/A
4513;FOXN2;#N/A
4514;COX15;#N/A
4515;BICC1;#N/A
4516;LSM5;#N/A
4517;ZBTB4;#N/A
4518;MAP3K11;#N/A
4519;TAMALIN;#N/A
4520;AVPR2;#N/A
4521;KNSTRN;#N/A
4522;HDGFL2;#N/A
4523;FBXO32;#N/A
4524;ADAM10;#N/A
4525;SENP1;#N/A
4526;SIAE;#N/A
4527;DNTT;#N/A
4528;SLA2;#N/A
4529;FOXN4;x
4530;ZNF639;#N/A
4531;NME3;#N/A
4532;USHBP1;#N/A
4533;GCM2;#N/A
4534;ANKRD26;x
4535;AP2A1;#N/A
4536;BRMS1;#N/A
4537;PLCZ1;#N/A
4538;XRCC1;x
4539;TIMELESS;#N/A
4540;TTC27;#N/A
4541;AP4E1;#N/A
4542;APIP;#N/A
4543;GTF2A1;#N/A
4544;S100A13;#N/A
4545;NR1I3;#N/A
4546;MYF6;#N/A
4547;CD33;#N/A
4548;EIF1AX;#N/A
4549;RGS2;#N/A
4550;SHE;#N/A
4551;TEX14;#N/A
4552;FBLN5;#N/A
4553;PTBP2;#N/A
4554;ZBTB38;#N/A
4555;BABAM1;#N/A
4556;AKAP8;#N/A
4557;LEPR;#N/A
4558;UNC5B;#N/A
4559;BRCC3;#N/A
4560;PILRA;#N/A
4561;HERC2;#N/A
4562;TIGD5;#N/A
4563;ABI2;#N/A
4564;SERPINA12;#N/A
4565;KHDRBS3;#N/A
4566;ZNF91;#N/A
4567;AFDN;x
4568;MYO1C;#N/A
4569;COPE;#N/A
4570;SLA;#N/A
4571;AKAP11;#N/A
4572;CD244;#N/A
4573;MARK2;#N/A
4574;MYO9A;#N/A
4575;RPL5;x
4576;CEBPZ;#N/A
4577;ADAM9;#N/A
4578;PDCD1LG2;x
4579;ADCYAP1;#N/A
4580;SLC1A2;#N/A
4581;MYT1L;#N/A
4582;NETO2;#N/A
4583;MAPK15;#N/A
4584;MED25;#N/A
4585;FCGR2B;#N/A
4586;CBFA2T2;#N/A
4587;IRF8;x
4588;JUND;#N/A
4589;PBX2;#N/A
4590;CDK2AP1;#N/A
4591;GABARAPL2;#N/A
4592;GPM6A;#N/A
4593;HAVCR2;#N/A
4594;LDHA;#N/A
4595;HEXIM2;#N/A
4596;CAPN15;#N/A
4597;MRPL27;#N/A
4598;PRTN3;#N/A
4599;COL2A1;x
4600;IRF2BP1;#N/A
4601;BANF1;#N/A
4602;RAI14;#N/A
4603;PTPRZ1;#N/A
4604;ALDH6A1;#N/A
4605;USP45;#N/A
4606;RIMS1;#N/A
4607;SPOCK3;#N/A
4608;ATG7;#N/A
4609;AATF;#N/A
4610;SGIP1;#N/A
4611;PLA2G2A;#N/A
4612;PTGFRN;#N/A
4613;ATG101;#N/A
4614;PPRC1;#N/A
4615;LPP;#N/A
4616;PNMA1;#N/A
4617;GRK2;#N/A
4618;HOXC10;#N/A
4619;BTC;#N/A
4620;CDKN2AIP;#N/A
4621;CD151;#N/A
4622;CCR6;#N/A
4623;RRM2B;#N/A
4624;JAM2;#N/A
4625;DMD;#N/A
4626;MAGI1;#N/A
4627;HSF2;#N/A
4628;PRDM2;#N/A
4629;DLX2;#N/A
4630;KHK;#N/A
4631;FIS1;#N/A
4632;PRDM6;#N/A
4633;MSL1;#N/A
4634;RAB40AL;#N/A
4635;DOK2;#N/A
4636;MAT2B;#N/A
4637;CEP192;#N/A
4638;FGF14;x
4639;CALU;#N/A
4640;FNTB;#N/A
4641;EPS15;#N/A
4642;UQCRB;#N/A
4643;MYBL1;x
4644;SHKBP1;#N/A
4645;EEFSEC;#N/A
4646;USP16;#N/A
4647;GFPT2;#N/A
4648;SREK1;#N/A
4649;PKN2;#N/A
4650;ZPBP2;#N/A
4651;ZNF282;#N/A
4652;TRO;#N/A
4653;KATNAL1;#N/A
4654;DUSP19;#N/A
4655;NFIB;#N/A
4656;GABRA1;#N/A
4657;AFF4;x
4658;TSPYL2;#N/A
4659;RBM5;#N/A
4660;FOXF2;#N/A
4661;TRIM56;#N/A
4662;CCR2;#N/A
4663;RMND5B;#N/A
4664;MRPL41;#N/A
4665;SLC1A3;#N/A
4666;EDF1;#N/A
4667;ASH2L;#N/A
4668;EPCAM;x
4669;RNF139;#N/A
4670;VGLL4;#N/A
4671;PER2;#N/A
4672;SNX12;#N/A
4673;XIRP2;#N/A
4674;STK36;#N/A
4675;UPF3A;#N/A
4676;UACA;#N/A
4677;CRISPLD2;#N/A
4678;ANGPT4;#N/A
4679;JMJD1C;#N/A
4680;CEP135;#N/A
4681;CPEB3;#N/A
4682;TTBK1;#N/A
4683;MOXD1;#N/A
4684;TRIP12;#N/A
4685;DSP;#N/A
4686;PRAME;#N/A
4687;PABPC4;#N/A
4688;YEATS2;#N/A
4689;PPP1R9B;#N/A
4690;RING1;#N/A
4691;RPS14;#N/A
4692;AQP1;#N/A
4693;ZNF174;#N/A
4694;HMGCS1;#N/A
4695;CLTC;#N/A
4696;SAP130;#N/A
4697;NFYB;#N/A
4698;CD69;#N/A
4699;DMXL1;#N/A
4700;AIM2;#N/A
4701;CALD1;#N/A
4702;MPZL1;#N/A
4703;KLF6;#N/A
4704;GRM5;#N/A
4705;NUCB1;#N/A
4706;NPAS4;#N/A
4707;G3BP2;#N/A
4708;LMO1;x
4709;DTNA;#N/A
4710;ADD2;#N/A
4711;AURKB;x
4712;DNAJA2;#N/A
4713;SDHAF2;x
4714;DOCK7;#N/A
4715;ISLR;#N/A
4716;DNAJC5;#N/A
4717;CCDC172;#N/A
4718;SSTR3;#N/A
4719;ZNF366;#N/A
4720;NBEAL1;#N/A
4721;ENPP1;#N/A
4722;PDE4DIP;#N/A
4723;HCFC2;#N/A
4724;SIRPA;#N/A
4725;CRY2;#N/A
4726;CD84;#N/A
4727;PDE4D;#N/A
4728;RPSA;#N/A
4729;CDC7;#N/A
4730;ATP13A2;#N/A
4731;TRIO;#N/A
4732;EIF2A;#N/A
4733;NDFIP1;#N/A
4734;HERC4;#N/A
4735;TSPAN3;#N/A
4736;CCL7;#N/A
4737;NR4A1;#N/A
4738;EPHB2;#N/A
4739;CACNA2D1;#N/A
4740;MST1R;x
4741;HIP1R;#N/A
4742;TMEM161B;#N/A
4743;BRD1;#N/A
4744;NDFIP2;#N/A
4745;TRIM16;#N/A
4746;ACAP2;#N/A
4747;ZHX2;#N/A
4748;NOVA2;#N/A
4749;ARHGAP15;#N/A
4750;MARCHF7;#N/A
4751;CCT4;#N/A
4752;SUCLG2;#N/A
4753;GFI1;#N/A
4754;MFHAS1;#N/A
4755;COL6A1;#N/A
4756;USH1C;#N/A
4757;CRMP1;#N/A
4758;IL32;#N/A
4759;RTN4;#N/A
4760;CASZ1;#N/A
4761;ST3GAL6;#N/A
4762;TFEB;#N/A
4763;TP53BP2;#N/A
4764;GRB10;#N/A
4765;NNAT;#N/A
4766;PCNX3;#N/A
4767;AIP;x
4768;DDX46;#N/A
4769;CAPRIN2;#N/A
4770;PRSS21;#N/A
4771;LGMN;#N/A
4772;PPFIA2;#N/A
4773;HTR1A;#N/A
4774;KLB;#N/A
4775;FKBP14;#N/A
4776;ANO6;#N/A
4777;POLE2;#N/A
4778;BFSP2;#N/A
4779;DCUN1D1;x
4780;LEMD3;#N/A
4781;ZNF263;#N/A
4782;MYO19;#N/A
4783;ATP6V1A;#N/A
4784;GRIN3A;#N/A
4785;KDM1B;#N/A
4786;ERAL1;#N/A
4787;COLEC12;#N/A
4788;ZFP90;#N/A
4789;MAF1;#N/A
4790;NIF3L1;#N/A
4791;PIP;#N/A
4792;CEP97;#N/A
4793;BEX3;#N/A
4794;INPP5K;#N/A
4795;MEMO1;#N/A
4796;P2RY1;#N/A
4797;CAMK1;#N/A
4798;WIPF1;#N/A
4799;RUFY2;#N/A
4800;DGKQ;#N/A
4801;CCNF;#N/A
4802;ARL6IP5;#N/A
4803;SNX13;#N/A
4804;TOB1;#N/A
4805;EEF1E1;#N/A
4806;GABPB1;#N/A
4807;TRAF7;#N/A
4808;HUS1;#N/A
4809;IGFALS;#N/A
4810;AFAP1L2;#N/A
4811;MRAP;#N/A
4812;PNMT;#N/A
4813;TRIM6;#N/A
4814;CD200;#N/A
4815;IFI27;#N/A
4816;FBXO11;x
4817;ELF4;x
4818;EDRF1;#N/A
4819;ZBTB44;#N/A
4820;PTBP1;#N/A
4821;TNFRSF12A;#N/A
4822;NKTR;#N/A
4823;SNX6;#N/A
4824;SALL2;#N/A
4825;TBX6;#N/A
4826;PPARGC1B;#N/A
4827;CRP;#N/A
4828;KDM4A;#N/A
4829;MDK;#N/A
4830;RNF10;#N/A
4831;RCHY1;#N/A
4832;GPAA1;#N/A
4833;MIER2;#N/A
4834;GFI1B;#N/A
4835;ATP13A3;#N/A
4836;ZYX;#N/A
4837;IRF2BPL;#N/A
4838;KLF7;#N/A
4839;MNT;#N/A
4840;PDCL3;#N/A
4841;FAM3C;#N/A
4842;BTG1;x
4843;SETD3;#N/A
4844;PRDM5;#N/A
4845;ELF2;#N/A
4846;LIN9;#N/A
4847;MAT2A;#N/A
4848;NDUFV1;#N/A
4849;CNGA3;#N/A
4850;SOX13;#N/A
4851;BZW2;#N/A
4852;OR5F1;#N/A
4853;ARHGAP9;#N/A
4854;RAMP2;#N/A
4855;OCIAD1;#N/A
4856;DDAH1;#N/A
4857;MELK;#N/A
4858;RAD17;x
4859;EAF1;#N/A
4860;DRD1;#N/A
4861;TMTC3;#N/A
4862;VIP;#N/A
4863;MED26;#N/A
4864;ZBTB7B;#N/A
4865;MARCO;#N/A
4866;CDKN2D;#N/A
4867;BOK;#N/A
4868;AGR2;#N/A
4869;HSPE1;#N/A
4870;SLC25A10;#N/A
4871;CEP350;#N/A
4872;RMDN1;#N/A
4873;XDH;#N/A
4874;FAM162A;#N/A
4875;CD200R1;#N/A
4876;UIMC1;#N/A
4877;USP43;#N/A
4878;HOXD3;#N/A
4879;PPP5C;#N/A
4880;CR2;#N/A
4881;RNF187;#N/A
4882;CORT;#N/A
4883;CCL23;#N/A
4884;PDCD2;#N/A
4885;KCTD13;#N/A
4886;VASP;#N/A
4887;RFX6;#N/A
4888;ARID5A;#N/A
4889;ZNF398;#N/A
4890;HTATIP2;x
4891;USP22;#N/A
4892;MTCH1;#N/A
4893;CCDC14;#N/A
4894;ZNF580;#N/A
4895;FAM98A;#N/A
4896;ATXN3;#N/A
4897;STAM2;#N/A
4898;MEIS3;#N/A
4899;SCIN;#N/A
4900;ZBTB49;#N/A
4901;RAB27A;#N/A
4902;PINX1;#N/A
4903;DZIP1;#N/A
4904;APLN;#N/A
4905;SCHIP1;#N/A
4906;EBI3;#N/A
4907;MRPL50;#N/A
4908;PIK3AP1;#N/A
4909;ZNF318;#N/A
